Employee_ID,Age,Gender,Department,Job_Role,Years_at_Company,Monthly_Salary,Working_Hours_Per_Week,Overtime_Hours,Remote_Work,Sleep_Hours,Work_Life_Balance,Stress_Score,Mental_Health_Score,Manager_Support,Job_Satisfaction,Training_Hours,Absent_Days,Performance_Rating,Wellbeing_Program,Productivity_Score,Burnout_Level,Burnout_Risk,Attrition_Risk,Joining_Date
EMP5527,43.0,Female,Sales,Sales Executive,4.5,38927.57,52.0,19.0,No,6.0,8.0,1.0,9.0,10,8.0,4.0,4.0,5.0,No,9.0,Low,Low,Low,-
EMP6810,43.0,Male,Marketing,Marketing Manager,0.0,32425.18,41.0,5.0,Yes,7.1,10.0,1.0,8.0,8,7.0,0.0,1.0,5.0,No,6.0,Low,Low,Low,"October 05, 2015"
EMP5678,24.0,Male,Operations,Operations Executive,0.6,21338.07,51.0,5.0,Yes,7.1,8.0,1.0,10.0,7,7.0,0.0,4.0,5.0,N,9.0,Low,Low,Low,"November 13, 2018"
EMP5236,46.0,Female,Marketing,Content Strategist,1.0,21554.47,45.0,28.0,Y,4.8,9.0,3.0,8.0,5,4.0,5.0,1.0,5.0,No,7.0,Medium,Moderate,Medium,19-Oct-2017
EMP5297,29.0,Female,Legal,Legal Counsel,0.5,27955.21,43.0,0.0,N,7.9,10.0,1.0,10.0,6,9.0,10.0,1.0,5.0,Yes,8.0,Low,Low,Low,04-30-2016
EMP5955,33.0,Male,Finance,Accountant,4.2,32425.18,42.0,2.0,No,9.0,10.0,2.0,9.0,6,8.0,-6.0,1.0,5.0,No,7.0,Low,Low,Low,"June 07, 2023"
EMP4978,33.0,Male,Admin,Front Desk Executive,7.3,36498.12,47.0,8.0,No,8.2,8.0,1.0,10.0,8,5.0,5.0,5.0,5.0,No,8.0,Low,Low,Low,29-Jun-2024
EMP5735,29.0,Male,Admin,Admin Executive,2.1,33708.82,39.0,0.0,Y,7.7,10.0,1.0,10.0,7,8.0,0.0,1.0,5.0,No,6.0,Low,Low,Low,"January 07, 2021"
EMP5417,33.0,Female,R&D,Data Scientist,4.6,41307.83,51.0,11.0,No,6.4,9.0,1.0,10.0,8,6.0,11.0,4.0,5.0,Yes,7.0,Low,Low,Low,29-Jul-2024
EMP4075,27.0,Male,Admin,Admin Executive,7.2,37594.42,33.0,3.0,No,8.8,10.0,1.0,10.0,9,7.0,31.0,4.0,5.0,Yes,7.0,Low,Low,Low,2016-08-04
EMP1885,55.0,Male,Hr,Hr Manager,0.1,34142.31,42.0,1.0,No,7.5,10.0,2.0,10.0,7,7.0,17.0,4.0,4.0,,6.0,Low,Low,Low,24/12/2018
EMP6308,44.0,,Customer Support,Customer Success Manager,2.8,37295.67,30.0,0.0,No,7.2,10.0,1.0,9.0,6,6.0,8.0,3.0,5.0,Yes,8.0,Low,Low,Low,2016-11-02
EMP1033,40.0,Female,It,Software Engineer,0.2,18557.61,49.0,5.0,No,7.4,8.0,1.0,8.0,7,8.0,0.0,2.0,5.0,Yes,8.0,Low,Low,Low,14-Jun-2017
EMP3635,50.0,Female,I.T.,Devops Engineer,0.7,31178.1,41.0,0.0,Y,6.9,9.0,1.0,10.0,5,5.0,30.0,5.0,5.0,N,7.0,Low,Low,Low,2020/05/29
EMP2176,33.0,M,Operations,Logistics Coordinator,10.0,32425.18,48.0,14.0,No,7.4,9.0,3.0,6.0,9,7.0,31.0,3.0,5.0,No,9.0,Low,Low,Low,-
EMP3593,33.0,Male,Marketing,Marketing Manager,4.0,32425.18,52.0,10.0,No,5.4,9.0,1.0,10.0,9,8.0,75.0,3.0,5.0,N,6.0,Low,Low,Low,15/01/2017
EMP5900,20.0,Male,Admin,Admin Executive,0.3,24196.94,32.0,3.0,Yes,6.9,10.0,1.0,9.0,7,7.0,27.0,3.0,5.0,Y,8.0,Low,Low,Low,03-13-2017
EMP1953,21.0,Female,Admin,Admin Executive,3.0,33116.21,41.0,0.0,Yes,7.2,10.0,1.0,10.0,4,6.0,17.0,6.0,5.0,Yes,7.0,Low,Low,Low,04-May-2026
EMP5643,26.0,Female,It,Devops Engineer,1.8,26144.68,45.0,7.0,Yes,7.2,10.0,1.0,10.0,7,8.0,44.0,5.0,5.0,No,6.0,Low,Low,Low,08-Feb-2018
EMP4677,26.0,Male,Hr,Compliance Officer,3.1,26950.32,45.0,1.0,Yes,8.3,10.0,1.0,9.0,7,8.0,73.0,4.0,5.0,No,7.0,Low,Low,Low,23/05/2022
EMP3591,30.0,F,Hr,Hr Manager,2.6,45650.14,30.0,5.0,N,8.2,9.0,2.0,7.0,2,3.0,21.0,4.0,4.0,No,8.0,Low,Low,Medium,"December 25, 2024"
EMP4483,28.0,Male,Operations,Operations Executive,2.1,27206.11,45.0,5.0,Yes,7.9,10.0,1.0,9.0,4,7.0,23.0,2.0,5.0,No,6.0,Low,Low,Low,07-Aug-2019
EMP4226,33.0,Male,It,System Admin,2.6,28823.87,46.0,5.0,Yes,7.6,9.0,1.0,9.0,8,6.0,4.0,3.0,5.0,,7.0,Low,Low,Low,"September 03, 2017"
EMP4447,35.0,Male,Hr,System Admin,0.2,26276.89,54.0,18.0,No,7.0,6.0,2.0,8.0,8,7.0,10.0,3.0,5.0,N,5.0,Low,Low,Low,22/02/2022
EMP6564,37.0,Female,Operations,Operations Executive,6.8,39114.09,49.0,3.0,No,8.3,8.0,1.0,10.0,6,6.0,26.0,7.0,4.0,Yes,8.0,Low,Low,Low,2023/11/15
EMP6739,26.0,Female,Operations,Logistics Coordinator,1.4,28670.27,45.0,10.0,No,7.7,10.0,2.0,8.0,7,7.0,5.0,2.0,4.0,No,6.0,Low,Low,Low,08-04-2015
EMP3815,33.0,Female,Administration,Support Team Lead,9.0,35321.26,47.0,0.0,Yes,7.2,9.0,1.0,9.0,3,5.0,5.0,5.0,5.0,Y,6.0,Low,Low,Low,-
EMP2448,38.0,Female,-,Compliance Officer,1.6,27577.48,46.0,5.0,No,7.5,9.0,1.0,9.0,2,5.0,15.0,3.0,5.0,N,6.0,Low,Low,Low,05/08/2017
EMP2456,46.0,Male,Admin,Office Manager,2.6,51230.98,44.0,8.0,No,9.0,9.0,1.0,8.0,5,6.0,9.0,5.0,4.0,Yes,6.0,Low,Low,Low,2021/07/15
 emp6278 ,33.0,F,Customersupport,Support Executive,3.4,27577.46,45.0,5.0,No,5.9,10.0,1.0,8.0,4,6.0,11.0,6.0,5.0,Y,7.0,Low,Low,Low,22-Jul-2022
EMP1445,27.0,Male,It,-,9.0,32408.16,55.0,24.0,No,7.3,7.0,2.0,7.0,4,5.0,3.0,3.0,5.0,No,8.0,Low,Low,Low,2022-11-12
EMP2723,24.0,Female,Legal,Compliance Officer,2.5,21674.99,42.0,4.0,,7.0,9.0,1.0,9.0,8,6.0,13.0,3.0,5.0,No,6.0,Low,Low,Low,-
EMP6475,36.0,Male,Admin,Front Desk Executive,9.5,40309.92,50.0,14.0,,7.9,9.0,1.0,10.0,3,4.0,4.0,6.0,5.0,No,8.0,Low,Low,Low,2017/04/19
EMP3861,34.0,Female,Marketing,,0.6,28573.48,54.0,5.0,No,9.0,8.0,1.0,9.0,9,8.0,10.0,2.0,5.0,No,8.0,Low,Low,Low,16/11/2016
EMP5252,28.0,Male,It,Qa Engineer,6.0,25177.72,49.0,9.0,No,6.7,10.0,1.0,10.0,6,8.0,25.0,3.0,5.0,Yes,7.0,Low,Low,Low,02-05-2023
EMP6479,35.0,Male,Research And Development,Research Analyst,4.3,30903.44,36.0,0.0,No,7.1,10.0,1.0,9.0,6,7.0,6.0,2.0,5.0,No,8.0,Low,Low,Low,10-04-2021
EMP3556,37.0,Male,Hr,Support Team Lead,2.5,26632.43,45.0,0.0,Y,6.7,10.0,1.0,10.0,5,7.0,23.0,4.0,5.0,Yes,8.0,Low,Low,Low,11-Jun-2020
EMP6443,27.0,Female,Sales,Account Manager,4.1,33119.23,42.0,1.0,No,8.0,10.0,1.0,10.0,6,6.0,7.0,3.0,5.0,No,6.0,Low,Low,Low,11/10/2022
EMP2463,33.0,Female,Marketing,Content Strategist,4.4,27874.7,52.0,1.0,Y,6.8,9.0,3.0,8.0,8,7.0,6.0,2.0,5.0,N,6.0,Low,Low,Low,2019-05-22
EMP1820,29.0,Male,R&D,R&D Engineer,7.6,31655.53,50.0,26.0,No,7.8,8.0,1.0,8.0,-,7.0,29.0,2.0,5.0,Yes,7.0,Low,Low,Low,15/03/2027
EMP4441,28.0,Female,Marketing,Marketing Manager,4.5,45597.24,44.0,17.0,Yes,0.5,8.0,1.0,9.0,6,5.0,9.0,0.0,5.0,No,7.0,Low,Low,Low,2020-03-05
EMP5968,36.0,Male,Hr,Hr Generalist,10.0,40079.09,45.0,6.0,Yes,7.6,9.0,3.0,10.0,4,6.0,16.0,2.0,5.0,No,7.0,Low,Low,Low,2022-09-13
EMP4405,33.0,Male,Hr,Hr Executive,4.0,33641.95,38.0,4.0,N,7.8,9.0,1.0,9.0,5,5.0,23.0,6.0,5.0,N,8.0,Low,Low,Low,2018-10-27
EMP6800,33.0,Male,Hr,-,3.0,22919.3,38.0,5.0,N,7.7,10.0,1.0,8.0,4,6.0,6.0,5.0,5.0,Y,8.0,Low,Low,Low,04/03/2021
EMP1762,38.0,Male,It,Qa Engineer,2.9,32047.35,48.0,8.0,No,6.4,8.0,1.0,8.0,-,8.0,24.0,5.0,4.0,N,7.0,Low,Low,Low,-
EMP2711,38.0,F,I.T.,System Admin,2.9,30655.1,51.0,5.0,No,7.5,9.0,1.0,8.0,6,6.0,1.0,6.0,5.0,No,8.0,Low,Low,Low,2025/09/10
EMP2739,34.0,M,Legal,Legal Advisor,10.4,41697.05,48.0,11.0,No,8.6,8.0,3.0,8.0,5,7.0,16.0,2.0,4.0,N,7.0,Low,Low,Low,2018/02/25
EMP3165,32.0,Male,R&D,Support Team Lead,7.9,41415.67,60.0,27.0,No,6.1,8.0,1.0,9.0,5,4.0,14.0,4.0,5.0,Y,7.0,Low,Low,Medium,04/11/2018
EMP1451,34.0,Female,Customer Support,Support Team Lead,1.9,32425.18,41.0,2.0,Yes,7.8,10.0,1.0,10.0,4,7.0,0.0,2.0,5.0,No,7.0,Low,Low,Low,2024/04/16
EMP1273,33.0,M,It,Devops Engineer,0.2,26859.84,47.0,5.0,Yes,7.9,8.0,1.0,9.0,6,7.0,9.0,1.0,5.0,Yes,7.0,Low,Low,Low,"January 19, 2022"
EMP2736,33.0,Male,Legal,Legal Advisor,4.1,31538.3,35.0,0.0,Yes,7.0,9.0,1.0,9.0,9,7.0,19.0,6.0,5.0,N,7.0,Low,Low,Low,05-May-2025
EMP4064,37.0,F,Hr,Legal Advisor,3.5,32425.18,46.0,8.0,Yes,7.8,9.0,1.0,10.0,7,5.0,5.0,5.0,5.0,No,7.0,Low,Low,Low,08-24-2018
EMP6894,30.0,Other,Legal,Compliance Officer,1.6,32425.18,48.0,0.0,N,6.1,10.0,1.0,8.0,7,7.0,3.0,2.0,5.0,No,7.0,Low,Low,Low,07-Jul-2021
EMP5440,26.0,-,I.T.,Software Engineer,2.5,25693.32,35.0,0.0,No,7.1,10.0,1.0,10.0,10,8.0,35.0,3.0,5.0,No,7.0,Low,Low,Low,2018/03/03
EMP4511,33.0,Female,R&D,Data Scientist,5.3,52716.83,50.0,11.0,No,7.2,10.0,2.0,9.0,8,7.0,16.0,3.0,5.0,Yes,7.0,Low,Low,Low,09/05/2017
EMP3084,22.0,Male,Hr,Data Scientist,2.0,31132.36,30.0,0.0,No,7.1,10.0,1.0,9.0,5,6.0,17.0,5.0,5.0,No,7.0,Low,Low,Low,"February 08, 2022"
EMP2297,30.0,Female,Marketing,Content Strategist,6.6,32425.18,41.0,5.0,No,7.7,10.0,1.0,9.0,9,9.0,23.0,3.0,5.0,Yes,7.0,Low,Low,Low,02-Sep-2020
EMP6492,44.0,Male,Sale,Support Team Lead,4.0,51524.43,44.0,5.0,Yes,7.2,10.0,1.0,10.0,5,6.0,1.0,7.0,5.0,No,9.0,Low,Low,Low,19/08/2017
EMP5304,35.0,M,Admin,Admin Executive,9.6,38825.4,42.0,-16.0,No,7.4,9.0,1.0,10.0,4,4.0,6.0,1.0,5.0,Yes,6.0,Low,Low,Low,2018/03/31
EMP3625,39.0,Male,Operations,Operations Manager,0.6,34098.32,70.0,5.0,No,5.8,6.0,1.0,8.0,4,6.0,9.0,1.0,4.0,Y,6.0,Low,Low,Low,17/01/2024
EMP5038,36.0,Male,Sales,Business Development Exectuive,2.5,25799.11,38.0,0.0,N,7.1,10.0,1.0,10.0,3,7.0,10.0,7.0,5.0,No,9.0,Low,Low,Low,11-22-2025
EMP3150,34.0,Female,R&D,R&D Engineer,8.3,38499.29,45.0,14.0,Yes,6.8,7.0,1.0,10.0,2,5.0,10.0,7.0,4.0,No,7.0,Low,Low,Medium,2023-02-09
EMP5157,33.0,Male,R&D,Research Analyst,9.0,32425.18,54.0,18.0,No,6.7,8.0,1.0,8.0,7,7.0,10.0,4.0,4.0,N,8.0,Low,Low,Low,05-Dec-2019
EMP2450,27.0,Female,It,Devops Engineer,2.6,25956.5,45.0,7.0,No,7.1,9.0,1.0,10.0,-,6.0,3.0,1.0,5.0,No,7.0,Low,Low,Low,2023/07/12
EMP4267,33.0,Female,Legal,Legal Advisor,3.4,31820.0,34.0,0.0,-,8.0,9.0,1.0,10.0,5,6.0,10.0,0.0,5.0,No,6.0,Low,Low,Low,2019/06/20
EMP6833,28.0,Female,Admin,Admin Executive,0.6,26361.22,60.0,24.0,Y,7.0,6.0,4.0,8.0,3,3.0,17.0,1.0,4.0,No,6.0,Low,Low,Medium,19/07/2021
EMP3705,26.0,Male,Sales,Sales Manager,1.1,30108.65,42.0,0.0,No,7.7,10.0,2.0,10.0,2,5.0,51.0,4.0,5.0,No,8.0,Low,Low,Low,2017/04/12
EMP3502,21.0,Female,Admin,Office Manager,0.9,36434.4,48.0,10.0,Yes,8.4,8.0,1.0,10.0,6,7.0,0.0,3.0,5.0,Y,7.0,Low,Low,Low,2026/03/28
EMP5208,33.0,Male,It,Support Team Lead,4.2,32521.13,52.0,11.0,No,7.5,10.0,1.0,10.0,9,6.0,10.0,3.0,5.0,No,6.0,Low,Low,Low,2017-07-25
EMP2696,37.0,Male,Finance,Auditor,2.3,32425.18,40.0,4.0,No,8.0,10.0,1.0,8.0,7,7.0,10.0,3.0,5.0,Yes,7.0,Low,Low,Low,05-06-2017
EMP1529,33.0,F,Operations,Logistics Coordinator,1.3,24732.21,48.0,13.0,N,5.9,10.0,1.0,9.0,6,8.0,11.0,2.0,5.0,Yes,8.0,Low,Low,Low,2017-04-07
EMP1447,29.0,Female,Sales,Account Manager,6.2,41545.54,50.0,22.0,N,7.6,8.0,1.0,9.0,4,5.0,12.0,3.0,5.0,No,9.0,Low,Low,Low,10-11-2018
EMP6603,37.0,Female,Finance,Accuontant,7.7,34194.14,44.0,4.0,No,7.5,8.0,1.0,9.0,6,6.0,22.0,3.0,5.0,Yes,7.0,Low,Low,Low,2020/05/04
EMP3869,35.0,,Customer Support,Support Executive,0.5,29377.1,37.0,0.0,No,8.2,9.0,1.0,10.0,4,6.0,5.0,3.0,5.0,No,7.0,Low,Low,Low,16-Jul-2018
EMP5605,36.0,Male,Operations,Operations Executive,3.3,29242.03,45.0,5.0,N,8.2,10.0,1.0,10.0,9,6.0,10.0,4.0,5.0,N,7.0,Low,Low,Low,09-01-2016
 emp2564 ,22.0,Male,R&D,Data Scientist,2.6,44748.84,54.0,10.0,No,6.9,10.0,1.0,9.0,5,7.0,3.0,3.0,5.0,N,9.0,Low,Low,Low,23-Nov-2021
EMP3053,29.0,Other,Marketing,Marketing Executive,10.9,39542.63,48.0,5.0,No,6.6,9.0,1.0,9.0,6,8.0,10.0,3.0,5.0,Yes,7.0,Low,Low,Low,"September 27, 2020"
EMP3964,30.0,Male,Sales,Business Development Executive,10.4,45206.19,50.0,11.0,N,9.0,9.0,3.0,10.0,6,7.0,6.0,0.0,5.0,No,7.0,Low,Low,Low,02-03-2019
EMP6237,33.0,Female,Customer Support,Support Team Lead,6.3,43595.12,48.0,11.0,N,6.5,7.0,3.0,8.0,10,7.0,8.0,1.0,5.0,No,5.0,Low,Low,Low,-
EMP5179,44.0,Female,Customer Support,Support Team Lead,1.2,37324.08,52.0,10.0,No,7.8,10.0,15.0,7.0,4,5.0,15.0,2.0,5.0,No,7.0,Low,Low,Low,13-Jul-2019
EMP3841,29.0,Male,Customer Support,Customer Success Manager,0.8,36122.25,61.0,24.0,Y,7.3,6.0,1.0,10.0,5,5.0,25.0,5.0,5.0,Yes,7.0,Low,Low,Low,2017/09/14
EMP2746,34.0,Male,Marketing,Marketing Executive,10.0,34724.82,30.0,3.0,No,7.5,8.0,2.0,8.0,2,5.0,12.0,3.0,5.0,No,7.0,Low,Low,Low,03-Jul-2019
EMP6509,32.0,Male,Marketing,Marketing Executive,2.9,34660.22,62.0,21.0,No,6.4,6.0,1.0,9.0,6,6.0,3.0,2.0,5.0,-,8.0,Low,Low,Low,07/09/2015
EMP6326,35.0,Male,Hr,Hr Executive,0.2,25308.99,44.0,5.0,No,6.3,9.0,2.0,9.0,6,8.0,12.0,2.0,4.0,No,7.0,Low,Low,Low,12-Dec-2020
EMP1808,22.0,Male,R&D,Research Analyst,2.2,27053.1,56.0,15.0,Y,6.4,7.0,2.0,9.0,5,7.0,2.0,2.0,5.0,No,7.0,Low,Low,Low,2023-09-19
EMP2282,33.0,Other,Finance,Finance Manager,0.4,40881.54,45.0,5.0,Yes,6.3,10.0,1.0,10.0,3,7.0,0.0,2.0,5.0,No,7.0,Low,Low,Low,2016-07-26
EMP6069,26.0,Male,Operations,Operations Manager,2.5,32425.18,45.0,7.0,Y,6.7,10.0,1.0,9.0,8,7.0,41.0,3.0,5.0,No,6.0,Low,Low,Low,19/02/2025
EMP4216,44.0,Female,Admin,Front Desk Executive,6.7,35478.7,43.0,8.0,No,6.3,9.0,1.0,10.0,6,7.0,18.0,4.0,5.0,No,8.0,Low,Low,Low,2015/05/15
EMP3099,32.0,Male,Admin,Front Desk Executive,6.1,33075.45,65.0,5.0,Yes,6.0,6.0,1.0,9.0,3,6.0,4.0,0.0,5.0,No,7.0,Low,Low,Low,10-05-2020
EMP6901,36.0,Male,Operations,Operations Manager,3.6,37907.45,43.0,-2.0,No,7.7,9.0,1.0,10.0,4,6.0,19.0,2.0,5.0,N,8.0,Low,Low,Low,2016-08-05
EMP4336,24.0,Male,Hr,Recruiter,3.5,26458.17,51.0,13.0,N,7.2,8.0,2.0,8.0,6,5.0,5.0,4.0,4.0,No,6.0,Low,Low,Low,-
EMP2294,31.0,Male,Admin,Admin Executive,6.8,42882.13,63.0,29.0,No,7.1,7.0,3.0,7.0,3,5.0,3.0,6.0,5.0,No,7.0,Medium,Low,Medium,19/11/2023
EMP6713,28.0,Female,Human Resources,Hr Manager,2.5,42804.06,31.0,7.0,No,6.1,10.0,1.0,6.0,8,6.0,34.0,-5.0,5.0,No,6.0,Low,Low,Low,2018/09/25
EMP2231,33.0,F,Finance,Accountant,2.1,29228.94,43.0,5.0,N,7.0,10.0,1.0,10.0,-,5.0,10.0,3.0,5.0,,9.0,Low,Low,Low,13/02/2020
EMP1563,33.0,M,Operations,Logistics Coordinator,5.7,32511.95,54.0,11.0,Yes,6.4,10.0,2.0,9.0,6,6.0,24.0,2.0,4.0,N,8.0,Low,Low,Low,09-Jan-2021
EMP6989,28.0,Male,Hr,Marketing Manager,4.6,43039.2,42.0,0.0,No,8.4,10.0,1.0,9.0,3,4.0,10.0,3.0,5.0,No,5.0,,Low,Low,07-29-2015
EMP3366,39.0,Female,R&D,Research Analyst,1.8,32425.18,52.0,19.0,No,6.6,9.0,1.0,5.0,5,7.0,6.0,3.0,5.0,N,8.0,Low,Low,Low,12/12/2016
EMP6138,39.0,Male,Operations,Logitsics Coordinator,6.6,32425.18,33.0,1.0,No,6.6,10.0,1.0,9.0,8,6.0,17.0,2.0,5.0,N,7.0,Low,Low,Low,-
EMP3658,31.0,Male,Legal,Legal Counsel,2.7,24305.39,41.0,4.0,No,7.9,9.0,1.0,7.0,6,5.0,4.0,1.0,5.0,No,6.0,Low,Low,Low,30/11/2020
EMP1517,30.0,Male,Legal,Legal Advisor,2.3,27054.67,58.0,23.0,No,6.8,7.0,1.0,10.0,9,7.0,10.0,2.0,5.0,No,7.0,Low,Low,Low,09/06/2015
EMP5154,43.0,Male,Legal,Legal Counsel,3.7,27077.98,37.0,0.0,No,6.5,9.0,1.0,8.0,7,7.0,0.0,1.0,5.0,No,7.0,Low,Low,Low,"March 25, 2018"
EMP4627,46.0,Female,Hr,Devops Engineer,3.2,34064.43,49.0,7.0,No,6.7,10.0,3.0,7.0,2,4.0,7.0,0.0,5.0,No,6.0,Low,Low,Medium,15-Nov-2018
EMP5786,33.0,Male,Finance,Financial Analyst,2.0,32257.57,41.0,0.0,No,7.9,10.0,1.0,10.0,4,7.0,0.0,3.0,5.0,Yes,10.0,Low,Low,Low,"December 24, 2023"
EMP5837,35.0,Male,R&D,Data Scientist,4.7,51096.79,47.0,11.0,Yes,7.0,9.0,1.0,9.0,6,7.0,0.0,2.0,5.0,Yes,9.0,Low,Low,Low,01-02-2021
EMP4796,36.0,Male,Admin,Front Desk Executive,13.7,38819.28,56.0,26.0,No,5.4,8.0,1.0,10.0,7,8.0,2.0,0.0,5.0,Yes,9.0,Low,Low,Low,2025-05-24
EMP3836,24.0,Other,Sale,Business Development Executive,2.5,20547.39,45.0,5.0,Yes,7.3,10.0,1.0,8.0,6,6.0,6.0,4.0,5.0,No,5.0,Low,Low,Low,01/03/2024
EMP2167,33.0,Male,Finance,Support Team Lead,2.1,32425.18,59.0,20.0,No,7.2,8.0,1.0,10.0,9,7.0,3.0,3.0,5.0,N,7.0,Low,Low,Low,08-Jan-2016
EMP6604,41.0,Male,R&D,Data Scientist,1.3,25691.5,45.0,16.0,No,-9.714353178320259,8.0,2.0,9.0,4,6.0,11.0,3.0,5.0,No,9.0,Low,Low,Low,05-05-2019
EMP6026,33.0,Male,Legal,-,3.1,31009.98,54.0,27.0,No,7.3,7.0,2.0,10.0,2,5.0,17.0,4.0,5.0,No,5.0,Low,Low,Medium,15/03/2027
EMP2233,39.0,Female,R&D,Research Analyst,1.1,32425.18,30.0,0.0,No,7.4,10.0,2.0,8.0,4,6.0,60.0,2.0,5.0,No,7.0,Low,Low,Low,24/07/2016
EMP6008,23.0,Female,Human Resources,Hr Manager,0.5,28573.91,36.0,0.0,No,6.5,9.0,1.0,9.0,4,5.0,50.0,0.0,5.0,N,7.0,Low,Low,Low,20/12/2024
EMP3577,33.0,Male,It,Qa Engineer,1.3,30235.01,38.0,1.0,,7.8,10.0,1.0,10.0,7,6.0,1.0,2.0,5.0,No,6.0,Low,Low,Low,02-05-2017
EMP5979,25.0,Male,Finance,Accountnat,0.6,19406.77,36.0,0.0,No,8.3,9.0,1.0,8.0,6,5.0,5.0,3.0,5.0,No,6.0,Low,Low,Low,08-17-2022
EMP2545,32.0,M,Sales,Sales Manager,2.7,37675.7,59.0,24.0,No,5.9,6.0,1.0,9.0,7,7.0,1.0,2.0,5.0,No,5.0,Low,Low,Low,2015/03/14
EMP1057,29.0,Female,Hr,Hr Generalist,4.0,27177.5,48.0,3.0,Yes,7.2,9.0,1.0,10.0,10,8.0,12.0,3.0,5.0,No,8.0,Low,Low,Low,06-14-2022
EMP1880,33.0,F,,Support Team Lead,0.2,41267.6,49.0,14.0,Yes,6.8,9.0,1.0,10.0,6,4.0,18.0,4.0,4.0,No,8.0,Low,Low,Low,"March 08, 2026"
EMP4930,31.0,Female,R&D,Data Scientist,1.4,34032.29,52.0,16.0,No,8.5,9.0,1.0,8.0,7,7.0,21.0,5.0,4.0,Y,7.0,Low,Low,Low,-
EMP3893,32.0,Male,Research And Development,Data Scientist,0.8,37813.37,44.0,2.0,Y,7.1,10.0,2.0,9.0,4,6.0,2.0,2.0,5.0,N,7.0,Low,Low,Low,2020/10/20
EMP2948,46.0,Male,Finance,Finance Manager,0.2,32425.18,45.0,7.0,No,6.7,8.0,1.0,10.0,5,6.0,10.0,1.0,5.0,No,8.0,Low,Low,Low,28/10/2025
EMP4635,39.0,Female,Sale,Account Manager,2.3,29772.08,42.0,13.0,No,6.9,9.0,1.0,8.0,6,6.0,19.0,2.0,4.0,Yes,7.0,Low,Low,Low,2025-09-14
EMP4463,36.0,Female,Sales,Sales Executive,5.1,37902.07,45.0,3.0,No,6.4,10.0,1.0,9.0,6,6.0,24.0,3.0,5.0,N,6.0,Low,Low,Low,"May 13, 2020"
EMP4074,21.0,Female,Admin,Admin Executive,3.0,32425.18,44.0,0.0,No,6.4,8.0,1.0,8.0,3,6.0,12.0,3.0,5.0,No,7.0,Low,Low,Low,23-Apr-2025
EMP1087,41.0,Female,Legal,Legal Counsel,3.7,28727.89,33.0,0.0,No,7.4,9.0,1.0,10.0,-,7.0,11.0,3.0,4.0,N,7.0,Low,Low,Low,13-Feb-2021
EMP2555,36.0,Male,Admin,Front Desk Executive,2.5,34175.37,39.0,7.0,No,8.1,8.0,1.0,8.0,6,6.0,10.0,1.0,3.0,No,6.0,Low,Low,Low,2018/06/29
EMP3924,32.0,Male,Sale,Support Team Lead,3.3,32348.89,45.0,6.0,N,7.5,10.0,1.0,9.0,3,4.0,15.0,2.0,5.0,No,7.0,Low,Low,Low,2024-02-29
EMP1850,33.0,Male,Hr,Support Team Lead,3.0,36118.1,51.0,11.0,Yes,8.2,8.0,1.0,10.0,6,5.0,21.0,4.0,4.0,Y,8.0,Low,Low,Low,2021-10-12
EMP5129,43.0,Female,Legal,Legal Counsel,6.1,43842.37,54.0,16.0,Y,6.9,9.0,2.0,10.0,7,7.0,13.0,3.0,4.0,N,7.0,Low,Low,Low,"April 15, 2024"
EMP1521,33.0,Female,Hr,Accountant,7.0,34619.68,43.0,11.0,-,7.0,10.0,1.0,8.0,10,7.0,3.0,2.0,5.0,No,6.0,Low,Low,Low,23/12/2020
EMP1175,28.0,Female,It,System Admin,2.5,23301.8,33.0,0.0,Yes,7.6,9.0,1.0,8.0,6,6.0,19.0,4.0,5.0,Yes,8.0,Low,-,Low,18/01/2026
EMP2404,52.0,Male,Hr,Hr Manager,12.4,54974.36,45.0,18.0,Y,6.6,7.0,1.0,10.0,4,6.0,14.0,5.0,5.0,No,7.0,Low,Low,Low,2019/07/08
EMP1849,23.0,Female,Sales,Sales Executive,0.1,26079.11,33.0,0.0,Yes,6.8,9.0,1.0,10.0,6,6.0,18.0,2.0,5.0,No,9.0,Low,Low,Low,06-25-2022
EMP6748,36.0,Male,Sales,Sales Executive,3.0,36586.25,41.0,12.0,Yes,7.5,9.0,1.0,10.0,6,6.0,58.0,1.0,5.0,Yes,7.0,Low,-,Low,21/06/2016
EMP6031,43.0,Male,Sales,Business Development Executive,0.2,28999.48,46.0,12.0,No,7.0,9.0,2.0,9.0,7,7.0,16.0,6.0,5.0,Y,8.0,Low,Low,Low,-
EMP2032,23.0,Male,Marketing,Marketing Manager,0.6,35295.97,43.0,-9.0,Yes,7.8,10.0,1.0,7.0,7,8.0,7.0,2.0,5.0,Yes,8.0,Low,Low,Low,29-Sep-2022
 emp2493 ,33.0,Female,R&D,Research Analyst,6.8,34464.35,46.0,0.0,No,7.5,10.0,1.0,10.0,8,6.0,8.0,3.0,4.0,No,7.0,Low,Low,Low,04-29-2021
EMP1164,52.0,Female,R&D,R&D Engineer,0.6,24563.52,45.0,20.0,No,8.3,6.0,1.0,7.0,5,7.0,6.0,1.0,5.0,Yes,7.0,Low,Low,Low,2022/11/26
EMP1281,29.0,Male,Hr,Legal Advisor,2.5,27219.36,55.0,19.0,No,6.8,7.0,2.0,8.0,6,6.0,4.0,3.0,5.0,Y,7.0,Low,Low,Low,"December 08, 2021"
